1,tvmonitor,room302,-31.7252,3.10733,-0.0953063,0.995448
2,tvmonitor,room302,-31.7252,3.10733,-0.0953063,0.995448
3,tvmonitor,room302,-31.5484,3.06453,-0.200756,0.979641
4,tvmonitor,room302,-31.5484,3.06453,-0.200756,0.979641
5,tvmonitor,room302,-31.5484,3.06453,-0.200756,0.979641
6,tvmonitor,room302,-31.5476,3.05621,-0.305611,0.952157
7,bicycle,room302,-32.336139679,1.60978019238,-0.792449249068,0.609937855566
8,cup,room302,-31.9174,2.29943,0.942486,0.334244
9,tvmonitor,room302,-29.868,4.66764,0.986012,0.166676
10,tvmonitor,room302,-30.1143,3.69446,0.56916,0.822226
11,tvmonitor,room302,-29.868,4.66764,0.986012,0.166676
12,tvmonitor,room302,-21.8342,6.15471,0.388244,0.921557
13,tvmonitor,room302,-20.2547,5.35727,-0.471936,0.881633
14,tvmonitor,room302,-23.416,7.17821,-0.229994,0.973192
15,bed,room302,-25.0584449768,1.71928942204,0.983362722963,0.181652842222
16,tvmonitor,room302,-23.5951,2.1295,0.978304,0.207173
17,tvmonitor,room302,-22.3602,5.13895,0.528697,0.848811
18,tvmonitor,room302,-21.4411,1.48026,-0.349812,0.93682
19,tvmonitor,room302,-21.4436,1.47639,-0.445144,0.895459
20,tvmonitor,room302,-21.4538,1.48182,-0.730918,0.682465
21,tvmonitor,room304,-0.112948,-3.18569,-0.498366,0.866967
22,sports ball,room304,0.364928,-1.56666,-0.719447,0.694547
23,tvmonitor,room304,0.0162598,-3.03193,-0.876635,0.481156
24,tvmonitor,room304,0.364928,-1.56666,-0.719447,0.694547
25,cup,room304,2.74114,-3.90273,0.0796776,0.996821
26,tvmonitor,room304,2.78946,-3.93653,0.33672,0.941605
27,tvmonitor,room304,2.78501,-3.94411,0.229353,0.973343
28,tvmonitor,room304,2.78303,-3.90955,0.777998,0.628267
29,center,room302,-23.6152915955,6.02686548233,0.625726652009,0.780042407159
30,center,room304,0.576210916042,-1.51275515556,0.714749503568,0.699380545303
31,center,elevator,-16.8695240021,9.91987609863,0.585049261899,0.810997756564
32,center,corridor,-9.41357040405,6.00036907196,-0.128307338256,0.991734453848
33,tvmonitor,office,-31.7252,3.10733,-0.0953063,0.995448
34,tvmonitor,office,-31.7252,3.10733,-0.0953063,0.995448
35,tvmonitor,office,-31.5484,3.06453,-0.200756,0.979641
36,tvmonitor,office,-31.5484,3.06453,-0.200756,0.979641
37,tvmonitor,office,-31.5484,3.06453,-0.200756,0.979641
38,tvmonitor,office,-31.5476,3.05621,-0.305611,0.952157
39,bicycle,office,-32.336139679,1.60978019238,-0.792449249068,0.609937855566
40,cup,office,-31.9174,2.29943,0.942486,0.334244
41,tvmonitor,office,-29.868,4.66764,0.986012,0.166676
42,tvmonitor,office,-30.1143,3.69446,0.56916,0.822226
43,tvmonitor,office,-29.868,4.66764,0.986012,0.166676
44,tvmonitor,office,-21.8342,6.15471,0.388244,0.921557
45,tvmonitor,office,-20.2547,5.35727,-0.471936,0.881633
46,tvmonitor,office,-23.416,7.17821,-0.229994,0.973192
47,bed,office,-25.0584449768,1.71928942204,0.983362722963,0.181652842222
48,tvmonitor,office,-23.5951,2.1295,0.978304,0.207173
49,tvmonitor,office,-22.3602,5.13895,0.528697,0.848811
50,tvmonitor,office,-21.4411,1.48026,-0.349812,0.93682
51,tvmonitor,office,-21.4436,1.47639,-0.445144,0.895459
52,tvmonitor,office,-21.4538,1.48182,-0.730918,0.682465
53,center,office,-23.5426845551,7.67521905899,-0.08956465844,0.995981009838
54,tvmonitor,factory,-0.112948,-3.18569,-0.498366,0.866967
55,sports ball,factory,0.364928,-1.56666,-0.719447,0.694547
56,tvmonitor,factory,0.0162598,-3.03193,-0.876635,0.481156
57,tvmonitor,factory,0.364928,-1.56666,-0.719447,0.694547
58,cup,factory,2.74114,-3.90273,0.0796776,0.996821
59,tvmonitor,factory,2.78946,-3.93653,0.33672,0.941605
60,tvmonitor,factory,2.78501,-3.94411,0.229353,0.973343
61,tvmonitor,factory,2.78303,-3.90955,0.777998,0.628267
62,center,factory,0.576210916042,-1.51275515556,0.714749503568,0.699380545303
